Test Case Identifier,Step No,Step Data,Data,Expected Result,Priority,Test Summary,Description,TestPlan,Issue Link,TestSet,TestPlan,Sprint,Story,Assignee,Componente,Label,Label,Label,Label
MMCS - 35464 - 05,6,Seleccionar Competidor,,"Al haber seleccionado la opción Walmart se mostraran los competidores relacionados
Se permite la selección de promoción correctamente entre las siguientes Opciones:

- Palacio de Hierro
- Costco
- Amazon
- HomeDepot
- Justo
- Coppel
- Liverpool
- Sears
- H.E.B.
- Mercado Libre
- Office Depot
- Elektra",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 05,7,Dar clic al botón Aplicar,,"El sistema realiza la selección correctamente y se habilita el botón Buscar
También se muestran correctamente las siguientes pestañas:
- Sugerencia de Matches
- Matches Activos
- Cancelaciones solicitadas",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 05,8,Dar clic a la pestaña de Matches Activos,,"El sistema realiza correctamente el cambio de pestaña pero al no haber realizado la búsqueda solo se muestra el mensaje: ""Aquí se visualizaran los datos"" o en su defecto el mensaje: ""No se han encontrado resultados""",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 05,9,Dar clic al botón Buscar,,"El sistema muestra el mensaje ""Resultados encontrados con éxito"" y la pestaña Matches Activos mostrando la siguiente Información:

- Descripción: ""Revisa que los matches activos estén correctos y solicita la Cancelación de los incorrectos."" 
- botón Descargar Resultados
- botón Pantalla Completa
- Leyenda Matches Activos 
- Radio button de resultados (Todos/Top Venta/Evento) seleccionando por defecto la Opción Top Venta
- Campo de Texto Buscar por Descripción o UPC
- Información de artículos con los siguientes campos:
   a) Descripción Walmart
   b) UPC Walmart
   c) Artículos
   d) Seller Walmart
   e) Marca
   f) Competidor
   g) Descripción Competidor
   h) SKU Competidor
   i) Seller Competidor
   j) Tipo de Match
   k) Autorizo
   l) Fecha Match
   m) Precio Walmart
   n) Precio Competidor
   o) Diferencial
   p) URL
   q) Cancelar
- Filtro Registros por Pagina
- Contador Total de Registros
- botones de Paginación",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 05,10,Dar clic a la opción Todos,,El sistema muestra correctamente todos los resultados obtenidos,P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 05,11,Dar clic a la opción Evento,,El sistema muestra correctamente solo los resultados que correspondan a Eventos,P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 05,12,Dar clic a la opción Top Ventas,,El sistema muestra correctamente solo los resultados con Venta,P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes Opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalización
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-13-35464-06 - Mensajes Snak Bar,,TODO,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,2,Seleccionar la opción Kraken,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes Opciones:

Kraken",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,3,Seleccionar la pestaña de Automatches,,"Se visualiza correctamente la pantalla de Compass - Kraken - Automatches con los siguientes datos:
- Opción Formato de tienda
- Opción Banner
- Opción Competidor
- Opción Tribu
- Opción Super Squad
- Opción Squad
- Opción Departamento
- Opción Categoría
- Botón Buscar (Deshabilitado inicialmente hasta que se realice como mínimo la selección de Competidor)
- Botón Limpiar Filtros",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,4,Seleccionar Formato de tienda,,"Se permite la selección de formato entre las siguientes Opciones:
- Walmart
- Bodega Aurrera
- Sams",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,5,Seleccionar Banner,,"El sistema permite seleccionar entre 2 Opciones:
- On Demand
- Catálogo extendido",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,6,Seleccionar Competidor,,"Al haber seleccionado la opción Walmart se mostraran los competidores relacionados
Se permite la selección de promoción correctamente entre las siguientes Opciones:

- Palacio de Hierro
- Costco
- Amazon
- HomeDepot
- Justo
- Coppel
- Liverpool
- Sears
- H.E.B.
- Mercado Libre
- Office Depot
- Elektra",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,7,Dar clic al botón Aplicar,,"El sistema realiza la selección correctamente y se habilita el botón Buscar
También se muestran correctamente las siguientes pestañas:
- Sugerencia de Matches
- Matches Activos
- Cancelaciones solicitadas",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,8,Dar clic a la pestaña de Matches Activos,,"El sistema realiza correctamente el cambio de pestaña pero al no haber realizado la búsqueda solo se muestra el mensaje: ""Aquí se visualizaran los datos"" o en su defecto el mensaje: ""No se han encontrado resultados""",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,9,Dar clic al botón Buscar,,"El sistema muestra el mensaje ""Resultados encontrados con éxito"" y la pestaña Matches Activos mostrando la siguiente Información:

- Descripción: ""Revisa que los matches activos estén correctos y solicita la Cancelación de los incorrectos."" 
- botón Descargar Resultados
- botón Pantalla Completa
- Leyenda Matches Activos 
- Radio button de resultados (Todos/Top Venta/Evento) seleccionando por defecto la Opción Top Venta
- Campo de Texto Buscar por Descripción o UPC
- Información de artículos con los siguientes campos:
   a) Descripción Walmart
   b) UPC Walmart
   c) Artículos
   d) Seller Walmart
   e) Marca
   f) Competidor
   g) Descripción Competidor
   h) SKU Competidor
   i) Seller Competidor
   j) Tipo de Match
   k) Autorizo
   l) Fecha Match
   m) Precio Walmart
   n) Precio Competidor
   o) Diferencial
   p) URL
   q) Cancelar
- Filtro Registros por Pagina
- Contador Total de Registros
- botones de Paginación",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,10,Dar clic a la opción Evento,,"El sistema muestra el siguiente mensaje de error:
""No se encontraron artículos EFI""",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 06,11,Dar clic a la opción Top Ventas,,"El sistema muestra el siguiente mensaje de error:
""No se encontraron artículos con venta""",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes Opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalización
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-13-35464-07 - Sugerencia de Matches - Descargar Resultados,,TODO,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,2,Seleccionar la opción Kraken,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes Opciones:

Kraken",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,3,Seleccionar la pestaña de Automatches,,"Se visualiza correctamente la pantalla de Compass - Kraken - Automatches con los siguientes datos:
- Opción Formato de tienda
- Opción Banner
- Opción Competidor
- Opción Tribu
- Opción Super Squad
- Opción Squad
- Opción Departamento
- Opción Categoría
- Botón Buscar (Deshabilitado inicialmente hasta que se realice como mínimo la selección de Competidor)
- Botón Limpiar Filtros",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,4,Seleccionar Formato de tienda,,"Se permite la selección de formato entre las siguientes Opciones:
- Walmart
- Bodega Aurrera
- Sams",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,5,Seleccionar Banner,,"El sistema permite seleccionar entre 2 Opciones:
- On Demand
- Catálogo extendido",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,6,Seleccionar Competidor,,"Al haber seleccionado la opción Walmart se mostraran los competidores relacionados
Se permite la selección de promoción correctamente entre las siguientes Opciones:

- Palacio de Hierro
- Costco
- Amazon
- HomeDepot
- Justo
- Coppel
- Liverpool
- Sears
- H.E.B.
- Mercado Libre
- Office Depot
- Elektra",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,7,Dar clic al botón Aplicar,,"El sistema realiza la selección correctamente y se habilita el botón Buscar
También se muestran correctamente las siguientes pestañas:
- Sugerencia de Matches
- Matches Activos
- Cancelaciones solicitadas",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,8,Dar clic a la pestaña de Matches Activos,,"El sistema realiza correctamente el cambio de pestaña pero al no haber realizado la búsqueda solo se muestra el mensaje: ""Aquí se visualizaran los datos"" o en su defecto el mensaje: ""No se han encontrado resultados""",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,9,Dar clic al botón Buscar,,"El sistema muestra el mensaje ""Resultados encontrados con éxito"" y la pestaña Matches Activos mostrando la siguiente Información:

- Descripción: ""Revisa que los matches activos estén correctos y solicita la Cancelación de los incorrectos."" 
- botón Descargar Resultados
- botón Pantalla Completa
- Leyenda Matches Activos 
- Radio button de resultados (Todos/Top Venta/Evento) seleccionando por defecto la Opción Top Venta
- Campo de Texto Buscar por Descripción o UPC
- Información de artículos con los siguientes campos:
   a) Descripción Walmart
   b) UPC Walmart
   c) Artículos
   d) Seller Walmart
   e) Marca
   f) Competidor
   g) Descripción Competidor
   h) SKU Competidor
   i) Seller Competidor
   j) Tipo de Match
   k) Autorizo
   l) Fecha Match
   m) Precio Walmart
   n) Precio Competidor
   o) Diferencial
   p) URL
   q) Cancelar
- Filtro Registros por Pagina
- Contador Total de Registros
- botones de Paginación",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,10,Dar clic al botón Descargar Resultados,,"El sistema inicia correctamente el proceso de descarga y al finalizar se genera un archivo .xlsx con el nombre ""Reporte de Artículos Match y no Match Walmart/Bodega/Sams""",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 07,11,Validar Reporte,,El reporte muestra los datos correctamente tal cual y se muestra en el aplicativo,P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes Opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalización
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-13-35464-08 - Sugerencia de Matches - Pantalla Completa,,TODO,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,2,Seleccionar la opción Kraken,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes Opciones:

Kraken",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,3,Seleccionar la pestaña de Automatches,,"Se visualiza correctamente la pantalla de Compass - Kraken - Automatches con los siguientes datos:
- Opción Formato de tienda
- Opción Banner
- Opción Competidor
- Opción Tribu
- Opción Super Squad
- Opción Squad
- Opción Departamento
- Opción Categoría
- Botón Buscar (Deshabilitado inicialmente hasta que se realice como mínimo la selección de Competidor)
- Botón Limpiar Filtros",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,4,"Seleccionar Formato de tienda
(Seleccionar Walmart)",,"Se permite la selección de formato entre las siguientes Opciones:
- Walmart
- Bodega Aurrera
- Sams",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,5,Seleccionar Banner,,"El sistema permite seleccionar entre 2 Opciones:
- On Demand
- Catálogo extendido",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,6,Seleccionar Competidor,,"Al haber seleccionado la opción Walmart se mostraran los competidores relacionados
Se permite la selección de promoción correctamente entre las siguientes Opciones:

- Palacio de Hierro
- Costco
- Amazon
- HomeDepot
- Justo
- Coppel
- Liverpool
- Sears
- H.E.B.
- Mercado Libre
- Office Depot
- Elektra",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,7,Dar clic al botón Aplicar,,"El sistema realiza la selección correctamente y se habilita el botón Buscar
También se muestran correctamente las siguientes pestañas:
- Sugerencia de Matches
- Matches Activos
- Cancelaciones solicitadas",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,8,Dar clic a la pestaña de Matches Activos,,"El sistema realiza correctamente el cambio de pestaña pero al no haber realizado la búsqueda solo se muestra el mensaje: ""Aquí se visualizaran los datos"" o en su defecto el mensaje: ""No se han encontrado resultados""",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,9,Dar clic al botón Buscar,,"El sistema muestra el mensaje ""Resultados encontrados con éxito"" y la pestaña Matches Activos mostrando la siguiente Información:

- Descripción: ""Revisa que los matches activos estén correctos y solicita la Cancelación de los incorrectos."" 
- botón Descargar Resultados
- botón Pantalla Completa
- Leyenda Matches Activos 
- Radio button de resultados (Todos/Top Venta/Evento) seleccionando por defecto la Opción Top Venta
- Campo de Texto Buscar por Descripción o UPC
- Información de artículos con los siguientes campos:
   a) Descripción Walmart
   b) UPC Walmart
   c) Artículos
   d) Seller Walmart
   e) Marca
   f) Competidor
   g) Descripción Competidor
   h) SKU Competidor
   i) Seller Competidor
   j) Tipo de Match
   k) Autorizo
   l) Fecha Match
   m) Precio Walmart
   n) Precio Competidor
   o) Diferencial
   p) URL
   q) Cancelar
- Filtro Registros por Pagina
- Contador Total de Registros
- botones de Paginación",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 08,10,Dar clic al botón Pantalla Completa,,El sistema cambia el ajuste de la pantalla correctamente mostrando únicamente la tabla de resultados,P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes Opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalización
Red de Seguridad
WHPK Optimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-13-35464-09 - Sugerencia de Matches - Sugerencia de Matches - Filtro de Paginación/Scroll,,TODO,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,2,Seleccionar la Opción Kraken,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes Opciones:

Kraken",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,3,Seleccionar la pestaña de Automatches,,"Se visualiza correctamente la pantalla de Compass - Kraken - Automatches con los siguientes datos:
- Opción Formato de tienda
- Opción Banner
- Opción Competidor
- Opción Tribu
- Opción Super Squad
- Opción Squad
- Opción Departamento
- Opción Categoría
- botón Buscar (Deshabilitado inicialmente hasta que se realice como mínimo la selección de Competidor)
- botón Limpiar Filtros",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,4,"Seleccionar Formato de tienda
(Seleccionar Walmart)",,"Se permite la selección de formato entre las siguientes Opciones:
- Walmart
- Bodega Aurrera
- Sams",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,5,Seleccionar Banner,,"El sistema permite seleccionar entre 2 Opciones:
- On Demand
- Catalogo extendido",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,6,Seleccionar Competidor,,"Al haber seleccionado la Opción Walmart se mostraran los competidores relacionados
Se permite la selección de competidor correctamente entre las siguientes Opciones:

- Palacio de Hierro
- Costco
- Amazon
- HomeDepot
- Justo
- Coppel
- Liverpool
- Sears
- H.E.B.
- Mercado Libre
- Office Depot
- Elektra",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,7,Dar clic al botón Aplicar,,"El sistema realiza la selección correctamente y se habilita el botón Buscar
También se muestran correctamente las siguientes pestanas:
- Sugerencia de Matches
- Matches Activos
- Cancelaciones solicitadas",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,8,Dar clic a la pestaña de Matches Activos,,"El sistema realiza correctamente el cambio de pestaña pero al no haber realizado la búsqueda solo se muestra el mensaje: ""Aquí se visualizaran los datos"" o en su defecto el mensaje: ""No se han encontrado resultados""",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,9,Dar clic al botón Buscar,,"El sistema muestra el mensaje ""Resultados encontrados con éxito"" y la pestaña Matches Activos mostrando la siguiente Información:

- Descripción: ""Revisa que los matches activos estén correctos y solicita la Cancelación de los incorrectos."" 
- botón Descargar Resultados
- botón Pantalla Completa
- Leyenda Matches Activos 
- Radio button de resultados (Todos/Top Venta/Evento) seleccionando por defecto la Opción Top Venta
- Campo de Texto Buscar por Descripción o UPC
- Información de artículos con los siguientes campos:
   a) Descripción Walmart
   b) UPC Walmart
   c) Artículos
   d) Seller Walmart
   e) Marca
   f) Competidor
   g) Descripción Competidor
   h) SKU Competidor
   i) Seller Competidor
   j) Tipo de Match
   k) Autorizo
   l) Fecha Match
   m) Precio Walmart
   n) Precio Competidor
   o) Diferencial
   p) URL
   q) Cancelar
- Filtro Registros por Pagina
- Contador Total de Registros
- botones de Paginación",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,10,En la parte inferior de la pantalla dar clic al filtro Registros por Página,,"El sistema despliega un menú emergente con las siguientes Opciones:
- 5
- 10
- 20
- 50
- 100",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
MMCS - 35464 - 09,11,Seleccionar cantidad de visualización de registros,,"El sistema permite la selección de registros correctamente, ajustando la cantidad de registros mostrados en pantalla y en su defecto también el Scroll de la pantalla para que la accesibilidad a la información sea mejor",P1,,,,,MMCS-36884,MMCS-36880,bugs_mejoras_kraken (Future sprint in MX - MER - Kraken (Category Strategy) 2024),MMCS-35464,vn57rn3,PCS_Kraken (Price Value),DA_AX,DEV,SP-KR-25,TC-Compass
